Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
1-2-6-7,6057.13333333,4496.4,7292.16666667,5350.86666667,4085.13333333,4116.5,5164.06666667,7328.9
1-3-4-5,4194.2,4375.93333333,6095.53333333,7243.5,7730.8,6834.46666667,5857.36666667,4723.03333333
1-3-4-6,5623.16666667,6495.43333333,6873.83333333,6994.86666667,7347.2,5181.2,5622.1,4354.1
1-3-4-7,5436.56666667,7128.16666667,6890.96666667,7025.63333333,6127.2,6474.63333333,5385.5,6338.63333333
1-3-5-6,5444.53333333,5986.2,6094.73333333,7030.86666667,6991.2,6399.23333333,5744.2,6586.16666667
1-3-5-7,4924.63333333,6049.43333333,6100.1,7031.7,5459.16666667,6960.23333333,4902.83333333,5873.86666667
1-3-6-7,5447.96666667,4817.66666667,6847.73333333,6669.5,4074.53333333,4337.6,4616.16666667,6344.8
1-4-5-6,4392.1,3690.76666667,6580.96666667,6549.8,6975.0,5741.06666667,6138.53333333,4547.76666667
1-4-5-7,4780.73333333,4754.66666667,6606.36666667,6561.73333333,5122.8,6766.83333333,5665.7,4756.06666667
1-4-6-7,6310.06666667,4915.4,6717.93333333,6201.96666667,4559.3,4540.33333333,5136.56666667,5658.7
1-5-6-7,6119.5,4356.86666667,6586.53333333,5651.53333333,4670.86666667,4878.13333333,5859.0,7400.63333333
2-3-4-5,2778.6,2815.03333333,7945.93333333,7300.03333333,7758.1,7581.83333333,3955.9,3323.43333333
2-3-4-6,4021.6,3856.06666667,7772.1,7068.26666667,7367.9,4816.46666667,4537.66666667,4651.63333333
2-3-4-7,4230.7,4047.33333333,7742.46666667,7466.66666667,6114.8,7014.73333333,4410.4,4327.0
2-3-5-6,3766.76666667,3823.73333333,7969.93333333,5862.76666667,7027.53333333,6711.83333333,4906.23333333,4506.2
2-3-5-7,4209.03333333,3786.4,7964.36666667,6356.43333333,5495.33333333,7351.63333333,4843.4,5140.46666667
2-3-6-7,4238.26666667,3726.33333333,7779.03333333,5572.66666667,4097.63333333,4754.8,4699.76666667,4670.53333333
2-4-5-6,4155.63333333,4226.6,7686.73333333,5474.3,7503.0,5204.5,6681.06666667,4629.86666667
2-4-5-7,4466.03333333,3739.9,7656.86666667,5912.73333333,5126.26666667,7278.93333333,6294.36666667,4881.7
2-4-6-7,6484.96666667,4797.33333333,7627.1,5303.8,4571.9,4725.3,7712.5,4993.8
2-5-6-7,5725.16666667,4752.4,7711.16666667,5090.03333333,4679.6,4715.46666667,6618.9,7272.2
3-4-5-6,3599.8,4083.13333333,7040.23333333,6769.2,7517.26666667,5717.96666667,6308.1,4181.76666667
3-4-5-7,4238.13333333,4263.5,7068.4,6785.9,5159.43333333,7425.53333333,6124.03333333,4755.5
3-4-6-7,5920.83333333,4822.13333333,7206.73333333,6646.16666667,4722.46666667,4637.06666667,6821.73333333,4663.23333333
3-5-6-7,5721.4,4469.16666667,7057.16666667,6113.63333333,4691.56666667,4818.1,5675.06666667,6302.6
4-5-6-7,4066.8,3313.43333333,7108.16666667,5633.13333333,4598.0,4499.83333333,6629.8,4216.83333333
