Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
1-2-6-7,6031.76666667,4476.83333333,7249.23333333,5366.26666667,4056.76666667,4103.36666667,5069.53333333,7298.53333333
1-3-4-5,4328.2,4245.33333333,5827.86666667,7248.26666667,7694.93333333,6801.83333333,5834.86666667,4760.36666667
1-3-4-6,5319.46666667,6438.33333333,6828.16666667,6671.1,7311.9,5473.23333333,5650.86666667,4345.83333333
1-3-4-7,5438.76666667,7118.93333333,6866.36666667,7074.9,6104.96666667,6459.76666667,5341.0,6346.2
1-3-5-6,5442.6,5966.23333333,6077.1,7045.13333333,6963.86666667,6403.66666667,5758.36666667,6567.13333333
1-3-5-7,4768.66666667,6021.06666667,5818.06666667,7049.1,5459.66666667,6938.23333333,4916.73333333,5894.86666667
1-3-6-7,5448.4,4824.33333333,6827.36666667,6682.26666667,4083.66666667,4370.63333333,4831.53333333,6382.06666667
1-4-5-6,4367.16666667,3818.23333333,6547.7,6561.9,7455.1,6124.86666667,6159.23333333,4568.0
1-4-5-7,5034.1,4762.4,6581.9,6579.86666667,5119.23333333,6762.73333333,5676.66666667,4769.43333333
1-4-6-7,6310.46666667,5211.9,6570.1,6214.93333333,4573.9,4561.9,5170.66666667,5668.6
1-5-6-7,6111.76666667,4364.23333333,6567.9,5641.7,4670.16666667,4569.96666667,5876.73333333,7422.46666667
2-3-4-5,2776.9,2803.96666667,7881.63333333,7312.4,7713.36666667,7568.26666667,3960.46666667,3329.43333333
2-3-4-6,4013.33333333,3864.56666667,7710.76666667,6826.8,7329.96666667,4835.43333333,4530.13333333,4459.56666667
2-3-4-7,4218.33333333,4064.66666667,7721.2,7472.43333333,6099.33333333,7000.73333333,4401.1,4322.1
2-3-5-6,3762.06666667,3843.23333333,7902.66666667,5848.6,7000.86666667,6677.8,4800.86666667,4516.43333333
2-3-5-7,4199.4,3816.3,7916.9,6362.5,5447.56666667,7318.93333333,4781.53333333,4789.66666667
2-3-6-7,4207.86666667,3722.7,7709.83333333,5527.16666667,4076.1,4748.4,5284.86666667,4712.76666667
2-4-5-6,4084.13333333,4244.46666667,7651.0,5457.3,7477.76666667,5299.13333333,6649.9,4657.8
2-4-5-7,4186.33333333,3637.66666667,7646.56666667,5937.16666667,5128.56666667,6838.1,6272.36666667,4712.26666667
2-4-6-7,6460.5,4780.83333333,7576.46666667,5322.86666667,4548.0,4717.7,7663.2,5363.83333333
2-5-6-7,5709.23333333,4773.36666667,7633.26666667,5118.7,4677.63333333,4724.93333333,6180.73333333,7245.56666667
3-4-5-6,3583.06666667,4102.2,6991.3,6795.43333333,7477.0,5737.83333333,6098.6,4262.2
3-4-5-7,4247.7,4269.26666667,7029.83333333,6791.46666667,5151.5,7607.3,6082.53333333,4699.3
3-4-6-7,5900.03333333,4801.03333333,7156.53333333,6656.06666667,4857.93333333,4608.0,6781.46666667,4590.73333333
3-5-6-7,5725.16666667,4456.86666667,7013.7,5723.13333333,4675.6,4774.03333333,5969.53333333,6368.7
4-5-6-7,3938.83333333,2945.9,7062.36666667,5632.26666667,4751.5,4276.46666667,6594.63333333,4404.23333333
