Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-2-3-6,4506.1,4310.53333333,7783.43333333,6710.53333333,6923.96666667,5557.3,4639.7,4741.7
0-2-3-7,4300.06666667,4719.83333333,8026.33333333,6689.63333333,5633.6,6558.8,4426.93333333,4334.33333333
0-2-4-5,4515.2,4295.86666667,7705.4,6027.56666667,7745.46666667,6123.1,6504.83333333,4777.63333333
0-2-4-6,7189.33333333,5092.23333333,7637.8,6379.0,7323.6,5537.66666667,7326.76666667,5090.66666667
0-2-4-7,7135.73333333,5454.7,7619.2,6357.03333333,6094.93333333,5493.0,7022.96666667,5499.46666667
0-2-5-6,6478.8,4483.5,7706.8,6108.73333333,7006.4,5989.83333333,7206.36666667,4861.63333333
0-2-5-7,6698.13333333,5395.56666667,7986.66666667,6123.06666667,5483.33333333,6777.76666667,6104.7,6439.16666667
0-2-6-7,7021.8,4740.2,7649.76666667,5425.73333333,4078.83333333,4127.06666667,7540.7,5210.4
0-3-4-5,4067.1,4590.86666667,7073.6,6806.16666667,7746.6,6791.9,5736.9,4633.16666667
0-3-4-6,6071.53333333,4724.9,7168.0,6803.43333333,7263.0,5491.03333333,6561.7,4220.9
0-3-4-7,5938.36666667,6978.5,7198.03333333,6789.4,6026.43333333,6464.73333333,6186.86666667,4888.7
0-3-5-6,5568.36666667,4468.86666667,7038.43333333,6832.13333333,6980.76666667,6365.66666667,6745.83333333,4493.0
0-3-5-7,5577.03333333,6195.13333333,7363.63333333,6855.86666667,5496.0,6922.63333333,5733.8,6344.03333333
0-3-6-7,5902.13333333,4698.96666667,7172.46666667,5768.9,4058.0,4347.26666667,7006.06666667,4588.53333333
0-4-5-6,4478.13333333,4409.0,7081.16666667,6267.5,7508.4,5764.1,7018.03333333,4761.53333333
0-4-5-7,4620.1,4459.33333333,7082.26666667,6280.8,5183.4,6746.5,6029.6,4424.7
0-4-6-7,6655.13333333,4611.0,7021.1,5758.73333333,4507.26666667,4598.66666667,7507.73333333,5523.56666667
0-5-6-7,6046.7,4515.7,7095.43333333,5790.86666667,4682.33333333,4538.93333333,6483.4,5806.66666667
1-2-3-4,4665.76666667,4117.93333333,6628.5,7481.3,7583.13333333,5498.86666667,3519.73333333,4244.1
1-2-3-5,4550.6,3880.96666667,6949.63333333,7555.4,7164.5,7065.16666667,4365.23333333,4782.5
1-2-3-6,4659.0,3951.6,6646.96666667,6823.6,6896.1,5573.83333333,4110.56666667,4502.26666667
1-2-3-7,4544.93333333,4117.43333333,6619.1,7492.0,5672.63333333,6526.43333333,4236.73333333,4767.56666667
1-2-4-5,4382.03333333,3583.5,7414.3,7027.46666667,7655.73333333,6097.56666667,6206.1,4737.2
1-2-4-6,6985.46666667,5711.66666667,7277.63333333,6478.26666667,7229.76666667,5513.3,6186.2,4667.5
1-2-4-7,6107.06666667,5798.86666667,7269.2,6683.43333333,6094.96666667,5486.56666667,5581.3,6387.1
1-2-5-6,6143.7,5499.73333333,7416.06666667,5501.96666667,7001.13333333,6002.4,6187.83333333,6975.46666667
1-2-5-7,5715.2,5136.63333333,7407.63333333,5967.36666667,5510.93333333,6790.16666667,5676.96666667,7122.8
1-2-6-7,6037.03333333,4474.6,7279.33333333,5371.63333333,4060.86666667,4137.0,5166.23333333,7313.66666667
1-3-4-5,4219.23333333,4136.3,6097.1,7248.6,7701.26666667,6837.83333333,5850.73333333,4749.36666667
1-3-4-6,5605.43333333,6426.86666667,6828.86666667,7002.36666667,7303.5,5496.9,5611.13333333,4344.06666667
1-3-4-7,5450.56666667,7124.9,6863.33333333,7031.53333333,6080.36666667,6476.76666667,5350.13333333,6281.63333333
1-3-5-6,5433.63333333,5912.76666667,6092.8,7035.23333333,6989.6,6365.13333333,5749.96666667,6566.56666667
1-3-5-7,4827.46666667,6072.73333333,6080.4,7051.13333333,5467.46666667,6902.46666667,4890.86666667,5839.33333333
1-3-6-7,5423.9,4816.9,6813.23333333,6647.1,4064.83333333,4346.6,4619.66666667,6303.83333333
1-4-5-6,4384.8,3448.26666667,6572.66666667,6557.06666667,7479.46666667,5723.56666667,6146.9,4518.06666667
1-4-5-7,4758.46666667,4430.63333333,6598.9,6567.03333333,5134.3,6700.5,5685.3,4738.23333333
1-4-6-7,6316.8,4850.33333333,6697.8,6181.66666667,4550.46666667,4543.23333333,5191.93333333,5648.36666667
1-5-6-7,6107.3,4357.23333333,6586.96666667,5613.63333333,4672.26666667,4513.7,5883.43333333,7402.16666667
2-3-4-5,2725.96666667,2803.1,7899.86666667,7299.2,7730.93333333,7564.36666667,3945.1,3308.33333333
2-3-4-6,4008.16666667,3847.03333333,7737.93333333,6754.2,7333.46666667,4826.16666667,4515.63333333,4595.83333333
2-3-4-7,4228.8,4025.76666667,7739.03333333,7395.6,6114.56666667,7007.5,4413.8,4279.36666667
2-3-5-6,3733.83333333,3812.8,7932.66666667,5845.13333333,7009.63333333,6663.7,4644.93333333,4480.43333333
2-3-5-7,4199.6,3767.33333333,7917.4,6338.5,5482.6,7301.03333333,4806.93333333,4752.7
2-3-6-7,4216.06666667,3707.3,7736.46666667,5499.06666667,4079.46666667,4752.63333333,4700.3,4489.3
2-4-5-6,4148.86666667,4231.2,7657.6,5493.3,7500.8,5313.2,6659.53333333,4651.16666667
2-4-5-7,4175.23333333,3619.7,7659.7,5934.5,5165.3,7306.06666667,6278.96666667,4721.06666667
2-4-6-7,6487.16666667,4817.33333333,7623.0,5331.6,4563.5,4748.2,7710.73333333,4982.9
2-5-6-7,5717.13333333,4764.86666667,7682.46666667,5101.26666667,4675.26666667,4704.6,6634.13333333,7272.76666667
3-4-5-6,3588.03333333,4099.7,7030.26666667,6812.4,7516.3,5727.3,6060.93333333,4245.6
3-4-5-7,4260.93333333,4250.66666667,7081.43333333,6821.33333333,5182.3,7455.16666667,6092.9,4741.1
3-4-6-7,5906.46666667,4809.36666667,7195.8,6665.93333333,4511.56666667,4629.53333333,6806.06666667,4439.43333333
3-5-6-7,5719.1,4452.83333333,7047.8,6136.5,4674.56666667,4810.63333333,5724.1,6353.13333333
4-5-6-7,3938.9,3052.9,7083.53333333,5636.2,4599.96666667,4219.53333333,6631.73333333,4185.63333333
