Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-2-3-5,4452.1,4567.5,7955.6,6458.33333333,7173.36666667,7097.56666667,4236.7,4279.9
0-2-3-6,4518.8,4300.6,7774.1,6713.53333333,6545.6,5591.16666667,4588.93333333,4716.33333333
0-2-3-7,4290.2,4737.66666667,8023.36666667,6721.73333333,5657.36666667,6601.96666667,4395.03333333,4329.5
0-2-4-5,4110.53333333,4342.93333333,7713.96666667,6040.1,7717.6,6135.66666667,6490.1,4788.86666667
0-2-4-6,7194.8,5130.2,7644.5,6400.2,7333.86666667,5569.03333333,7308.63333333,5118.93333333
0-2-4-7,7157.63333333,5549.93333333,7634.23333333,6404.66666667,6136.6,5506.73333333,7006.43333333,5495.76666667
0-2-5-6,6475.63333333,4536.43333333,7743.33333333,6141.66666667,7001.93333333,6026.53333333,7211.36666667,4864.56666667
0-2-5-7,6700.66666667,5397.03333333,7991.2,6150.56666667,5472.33333333,6770.8,6074.73333333,6405.33333333
0-2-6-7,7034.33333333,4770.26666667,7661.76666667,5458.96666667,4092.23333333,4151.16666667,7547.36666667,5208.56666667
0-3-4-5,4080.33333333,4616.0,7091.2,6846.66666667,7733.03333333,6788.46666667,5782.46666667,4671.46666667
0-3-4-6,6098.76666667,4743.1,7198.2,6828.8,7265.9,5489.36666667,6601.63333333,4219.13333333
0-3-4-7,5942.33333333,7009.63333333,7204.86666667,6827.03333333,6001.26666667,6464.8,6199.13333333,4880.53333333
0-3-5-6,5577.83333333,4486.06666667,7042.2,6879.66666667,6978.96666667,6397.13333333,6769.33333333,4495.3
0-3-5-7,5584.23333333,6227.0,7354.76666667,6898.8,5489.13333333,6948.76666667,5751.96666667,6397.56666667
0-3-6-7,5931.6,4709.73333333,7174.56666667,6234.9,4074.5,4354.5,7031.16666667,4617.56666667
0-4-5-6,4449.9,4409.9,7097.9,6273.13333333,7498.0,5788.4,7022.63333333,4724.86666667
0-4-5-7,4575.6,4430.4,7085.5,6284.36666667,5175.43333333,6730.43333333,6026.33333333,4403.2
0-4-6-7,6655.2,4628.06666667,7024.0,5770.1,4521.8,4572.6,7520.2,5014.63333333
0-5-6-7,6057.93333333,4523.03333333,7105.56666667,5846.4,4675.9,4569.73333333,6482.66666667,5822.16666667
1-2-3-4,4675.26666667,4127.6,6639.33333333,7555.8,7591.8,5527.1,3688.03333333,4259.16666667
1-2-3-5,4555.4,3894.96666667,6973.33333333,7586.96666667,7183.36666667,7073.16666667,4368.43333333,4736.76666667
1-2-3-6,4685.23333333,3950.83333333,6638.03333333,6839.66666667,6905.0,5583.93333333,4122.1,4486.33333333
1-2-3-7,4543.1,4146.83333333,6618.83333333,7481.03333333,5636.5,6558.83333333,4245.43333333,4724.46666667
1-2-4-5,4365.2,3592.96666667,7398.16666667,7039.36666667,7679.23333333,6128.63333333,6200.96666667,4721.53333333
1-2-4-6,6989.13333333,5758.96666667,7282.0,6491.8,7238.73333333,5523.1,6138.0,4683.4
1-2-4-7,6080.7,5835.46666667,7287.9,6698.93333333,6107.53333333,5494.4,5522.5,6329.13333333
1-2-5-6,6108.33333333,5477.46666667,7417.9,5507.0,6977.46666667,5982.73333333,6199.5,6980.63333333
1-2-5-7,5700.76666667,5105.1,7419.13333333,5949.36666667,5498.8,6773.83333333,5690.2,7102.36666667
1-2-6-7,6035.96666667,4476.1,7251.33333333,5359.13333333,4063.66666667,4108.66666667,5168.03333333,7327.5
1-3-4-5,4214.7,4117.73333333,6099.06666667,7250.33333333,7704.73333333,6823.7,5847.26666667,4729.93333333
1-3-4-6,5551.56666667,6443.86666667,6835.43333333,7030.6,7308.23333333,5496.4,5618.23333333,4315.56666667
1-3-4-7,5439.86666667,7146.4,6876.73333333,7095.73333333,6123.46666667,6496.73333333,5386.53333333,6352.36666667
1-3-5-6,5435.8,6010.23333333,6086.13333333,7074.56666667,6981.06666667,6414.83333333,5716.5,6557.86666667
1-3-5-7,4796.66666667,6074.4,6092.4,7088.86666667,5473.16666667,6941.46666667,4871.6,5866.86666667
1-3-6-7,5450.16666667,4816.9,6816.86666667,6656.43333333,4090.26666667,4347.13333333,4602.76666667,6335.53333333
1-4-5-6,4392.96666667,3670.46666667,6565.96666667,6578.06666667,7493.36666667,5768.2,6149.6,4564.43333333
1-4-5-7,4775.56666667,4491.46666667,6606.56666667,6588.9,5147.9,6791.0,5703.03333333,4769.1
1-4-6-7,6315.36666667,4851.76666667,6693.5,6207.36666667,4571.43333333,4554.46666667,5203.1,5670.2
1-5-6-7,6139.1,4373.73333333,6573.76666667,5291.63333333,4686.03333333,4542.2,5861.76666667,7405.06666667
2-3-4-5,2799.13333333,2843.8,7913.0,7352.4,7747.53333333,7628.03333333,3983.7,3346.26666667
2-3-4-6,4046.96666667,3915.23333333,7739.06666667,6816.53333333,7350.1,4867.16666667,4550.3,4616.66666667
2-3-4-7,4245.46666667,4095.53333333,7743.36666667,7447.06666667,6131.43333333,7054.83333333,4417.46666667,4305.26666667
2-3-5-6,3764.2,3845.73333333,7922.63333333,5839.43333333,7033.56666667,6722.16666667,4632.56666667,4500.1
2-3-5-7,4203.73333333,3813.03333333,7943.96666667,6355.0,5498.83333333,7343.43333333,4827.93333333,4753.63333333
2-3-6-7,4225.96666667,3748.66666667,7750.9,5543.8,4094.8,4756.4,4721.7,4496.2
2-4-5-6,4172.56666667,4301.8,7703.86666667,5483.6,7497.13333333,5315.73333333,6658.3,4642.26666667
2-4-5-7,4189.73333333,3667.83333333,7620.5,5960.2,4802.66666667,7296.03333333,6296.6,4720.03333333
2-4-6-7,6483.46666667,4816.7,7596.1,5325.63333333,4563.3,4767.46666667,7678.4,5031.26666667
2-5-6-7,5724.46666667,4776.43333333,7702.13333333,5132.1,4685.3,4760.2,6639.3,7322.2
3-4-5-6,3618.76666667,4143.86666667,7028.33333333,6843.53333333,7533.03333333,5748.83333333,6059.73333333,4224.46666667
3-4-5-7,4246.66666667,4293.43333333,7076.3,6846.23333333,5177.4,7453.96666667,6100.23333333,4721.13333333
3-4-6-7,5899.66666667,4795.1,7181.86666667,6661.66666667,4503.96666667,4594.93333333,6762.26666667,4432.53333333
3-5-6-7,5732.56666667,4456.03333333,7032.7,6132.03333333,4666.96666667,4763.96666667,5663.6,6326.0
4-5-6-7,3946.5,3067.03333333,7091.26666667,5639.56666667,4602.03333333,4269.53333333,6641.93333333,4222.1
