Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
1-2-3-6,4908.33333333,4397.23333333,6566.13333333,7173.36666667,6912.06666667,5577.26666667,4928.56666667,5109.73333333
1-2-3-7,4625.8,4453.8,6751.66666667,7684.56666667,5685.9,6539.8,4889.56666667,5313.73333333
1-2-4-5,4995.56666667,4183.7,7501.16666667,6768.8,7691.36666667,6476.1,6199.53333333,4755.53333333
1-2-4-6,6974.3,5856.13333333,7063.0,6474.7,7249.6,5784.86666667,6259.56666667,4968.1
1-2-4-7,6068.73333333,5822.23333333,7273.43333333,6687.86666667,6365.7,5478.96666667,5490.6,6353.06666667
1-2-5-6,6154.73333333,5632.83333333,7432.33333333,6218.93333333,6979.2,6367.53333333,6300.33333333,6965.6
1-2-5-7,5885.03333333,5290.83333333,7436.9,6549.3,5974.73333333,6534.76666667,6131.23333333,7161.16666667
1-2-6-7,6043.86666667,4945.46666667,7281.63333333,5689.96666667,4053.83333333,4411.1,5582.0,6964.66666667
1-3-4-5,4701.03333333,4510.8,6541.3,7354.76666667,7706.63333333,6816.36666667,5847.76666667,4768.43333333
1-3-4-6,5692.56666667,6436.56666667,6829.0,7074.16666667,7279.46666667,5738.96666667,5737.26666667,4365.3
1-3-4-7,5561.6,7139.26666667,6894.0,7083.83333333,6350.63333333,6465.3,5399.2,6375.13333333
1-3-5-6,5902.1,5922.03333333,6072.53333333,7050.4,6971.0,6547.63333333,5593.46666667,6561.8
1-3-5-7,4891.13333333,6065.03333333,6080.53333333,7304.36666667,5549.1,6930.66666667,4672.1,6036.86666667
1-3-6-7,5585.56666667,5194.9,6806.7,6708.0,4088.06666667,4348.76666667,4737.3,6410.3
1-4-5-6,4693.36666667,4259.33333333,6537.46666667,6566.4,7473.66666667,5931.13333333,6224.7,4815.33333333
1-4-5-7,5114.13333333,4682.83333333,6434.7,6575.03333333,6004.5,6582.16666667,5688.33333333,5173.46666667
1-4-6-7,6210.53333333,5049.46666667,6710.46666667,6234.76666667,4918.26666667,4736.86666667,5315.8,5879.53333333
1-5-6-7,6001.63333333,4622.1,6586.53333333,5902.76666667,4720.36666667,5093.86666667,5770.73333333,7168.33333333
2-3-4-5,3029.06666667,3091.13333333,8212.76666667,7346.23333333,7741.13333333,7599.5,4475.86666667,3451.5
2-3-4-6,4077.9,4313.3,7719.7,6956.3,7195.96666667,5435.5,5005.06666667,4543.5
2-3-4-7,4265.06666667,4072.56666667,7746.4,7527.9,6431.1,7016.16666667,4984.53333333,4725.6
2-3-5-6,3764.03333333,3857.56666667,7948.46666667,6003.53333333,7017.66666667,6713.1,5187.7,5353.7
2-3-5-7,4192.43333333,3822.96666667,7935.26666667,6485.96666667,5612.26666667,7335.86666667,5113.06666667,5455.33333333
2-3-6-7,4218.3,3850.26666667,7732.43333333,5891.83333333,4092.16666667,4759.4,5332.33333333,4915.6
2-4-5-6,4754.03333333,4351.9,7514.93333333,5492.46666667,7485.93333333,5907.13333333,6681.43333333,5346.93333333
2-4-5-7,4196.2,3817.6,7676.86666667,6310.0,5682.46666667,7525.83333333,6289.66666667,4976.93333333
2-4-6-7,6455.3,4801.63333333,7478.2,5476.8,5107.73333333,5050.56666667,7916.5,5286.86666667
2-5-6-7,5720.26666667,4798.6,7548.46666667,5477.9,4856.5,5349.06666667,6704.43333333,7139.5
3-4-5-6,3814.1,4615.16666667,7027.3,6826.63333333,7491.06666667,6131.83333333,6138.2,4904.46666667
3-4-5-7,4477.46666667,4519.26666667,7062.53333333,6587.23333333,5745.93333333,7433.43333333,6243.23333333,4744.63333333
3-4-6-7,5921.1,4813.3,7182.26666667,6699.76666667,5060.0,5170.36666667,6800.83333333,4799.06666667
3-5-6-7,5735.3,4458.2,7017.5,6209.43333333,5134.96666667,5270.96666667,5885.66666667,6507.13333333
4-5-6-7,4226.7,3081.26666667,7084.36666667,5639.9,5012.36666667,4989.2,6738.53333333,4848.33333333
