Sockets\Mem_Nodes,0,1,2,3,4,5,6,7
0-3-5-7,5632.43333333,6215.3,7384.16666667,6868.2,5240.73333333,6922.96666667,5727.0,6537.33333333
0-3-6-7,5989.03333333,5580.03333333,7302.83333333,6341.66666667,4056.93333333,4375.06666667,6793.23333333,5170.36666667
0-4-5-6,4897.36666667,4733.2,7093.7,6252.33333333,7491.56666667,5877.9,7033.23333333,4859.36666667
0-4-5-7,4895.5,4755.46666667,6901.46666667,6262.93333333,5636.6,6769.43333333,6230.8,4854.03333333
0-4-6-7,6656.76666667,5092.3,7015.23333333,5749.96666667,5257.46666667,4651.0,7493.46666667,5917.6
0-5-6-7,6020.7,4702.46666667,7094.4,5813.93333333,4903.03333333,5045.36666667,6438.8,6137.33333333
1-2-3-4,4672.66666667,4814.53333333,6603.3,7505.2,7585.0,5487.96666667,3868.83333333,4475.73333333
1-2-3-5,4538.36666667,4229.26666667,7060.43333333,7478.23333333,7168.33333333,7041.53333333,4684.8,4764.1
1-2-3-6,5101.63333333,4676.16666667,6601.0,7059.26666667,6902.46666667,6224.5,4890.7,5431.9
1-2-3-7,4492.63333333,4616.63333333,6555.83333333,7323.96666667,5421.36666667,6523.63333333,4546.6,5269.23333333
1-2-4-5,5355.23333333,4242.56666667,7422.93333333,6772.4,7653.5,6086.63333333,6198.63333333,4718.96666667
1-2-4-6,6959.1,5903.46666667,7268.23333333,6464.9,7235.43333333,5633.8,6148.83333333,5264.6
1-2-4-7,6069.36666667,6042.2,7280.16666667,6676.83333333,6424.56666667,5565.26666667,5530.0,6346.53333333
1-2-5-6,6135.93333333,5878.06666667,7830.6,5475.0,6985.63333333,6025.76666667,6345.16666667,6952.46666667
1-2-5-7,5695.76666667,5127.06666667,7437.53333333,6485.96666667,5320.56666667,6661.03333333,5692.86666667,7128.06666667
1-2-6-7,6460.0,5212.23333333,7288.7,5602.93333333,4043.9,4171.63333333,5570.73333333,7289.53333333
1-3-4-5,4871.6,4531.8,6072.0,7247.93333333,7701.83333333,6799.4,5850.36666667,4710.53333333
1-3-4-6,5822.3,6371.06666667,6390.7,6991.46666667,7325.86666667,5510.0,6247.13333333,4832.63333333
1-3-4-7,5574.0,7134.0,6399.73333333,7100.7,6094.6,6471.63333333,5296.43333333,6332.53333333
1-3-5-6,5625.33333333,5670.76666667,6683.9,7024.76666667,6988.76666667,6577.0,5900.1,6545.1
1-3-5-7,4918.9,6320.36666667,6075.1,7036.03333333,5586.03333333,6935.23333333,4880.43333333,6073.13333333
1-3-6-7,5601.7,5177.1,6815.43333333,6861.53333333,4058.9,4335.3,5152.26666667,6312.76666667
1-4-5-6,4822.53333333,4119.93333333,6548.93333333,6544.16666667,7460.7,5850.7,5959.8,4792.9
1-4-5-7,4906.26666667,5034.6,6352.66666667,6544.86666667,5532.6,6863.8,5500.9,5198.5
1-4-6-7,6466.5,5198.3,6702.66666667,6190.26666667,4895.6,4663.2,5364.1,5577.13333333
1-5-6-7,5991.6,4724.9,6580.7,5627.96666667,4664.53333333,5023.93333333,6228.66666667,7313.2
2-3-4-5,3007.26666667,2969.26666667,7910.66666667,7148.33333333,7734.36666667,7700.43333333,4297.4,3465.96666667
2-3-4-6,4018.83333333,3870.7,7737.53333333,6997.0,7335.96666667,5877.96666667,4754.96666667,4474.4
2-3-4-7,4228.53333333,4040.8,7718.23333333,7470.16666667,6729.7,6752.4,5180.56666667,4812.63333333
2-3-5-6,3667.7,3847.5,7936.6,6163.3,6997.7,6686.96666667,5160.96666667,4693.63333333
2-3-5-7,4147.16666667,3780.13333333,7796.0,6511.13333333,5874.63333333,7314.33333333,5124.23333333,5048.63333333
2-3-6-7,4216.16666667,3739.03333333,7729.2,5858.93333333,4074.56666667,4752.86666667,5275.0,5104.46666667
2-4-5-6,4520.83333333,4678.33333333,7678.03333333,6242.56666667,7482.86666667,5769.86666667,6852.06666667,4749.36666667
2-4-5-7,4624.6,3919.43333333,7673.33333333,6385.46666667,5634.86666667,7249.9,6272.9,5049.96666667
2-4-6-7,6446.96666667,4799.1,7598.33333333,5914.6,4895.5,5134.43333333,7710.86666667,5412.13333333
2-5-6-7,5696.16666667,5116.86666667,7681.1,5419.7,4787.16666667,5050.33333333,6604.86666667,7259.1
3-4-5-6,3844.76666667,4900.46666667,7010.5,6861.5,7490.16666667,5814.26666667,6330.9,4419.2
3-4-5-7,4445.06666667,4785.83333333,7049.13333333,6564.6,5342.8,7403.73333333,6134.76666667,5278.5
3-4-6-7,5893.26666667,4812.26666667,6991.73333333,6861.5,5227.5,5229.96666667,7266.96666667,4850.4
3-5-6-7,5726.7,4460.46666667,6782.03333333,6415.53333333,5037.66666667,4810.36666667,5839.66666667,6621.23333333
4-5-6-7,4133.2,3110.9,7083.96666667,5624.9,5278.0,4995.26666667,7051.26666667,4726.63333333
